ordem_codigo,componente_codigo,quantidade_planejada,quantidade_consumida,justificativa,justificado_por
OP-2026-0039,MP-ARAME-MIG,4.4000,4.4000,,
OP-2026-0040,MP-CHAPA-3MM,148.0000,148.0000,,
OP-2026-0041,SA-SUPORTE-EST,75.0000,75.0000,,
OP-2026-0041,MP-TINTA-EPOXI,9.0000,9.0000,,
OP-2026-0042,SA-CARC-USIN,25.0000,25.0000,,
OP-2026-0042,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0042,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0042,MP-PARAF-M8,250.0000,250.0000,,
OP-2026-0043,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0043,MP-ORING-40,90.0000,90.0000,,
OP-2026-0043,MP-GAXETA-NBR,45.0000,48.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2026-0043,MP-PARAF-M8,180.0000,180.0000,,
OP-2026-0044,SA-EIXO-USIN,50.0000,50.0000,,
OP-2026-0044,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0045,MP-CHAPA-3MM,138.7500,141.1920,Rebarba acima do limite gerou refugo,supervisor.turno.c
OP-2026-0046,MP-ALU-A380,224.0000,224.0000,,
OP-2026-0047,MP-ALU-A380,64.0000,64.0000,,
OP-2026-0048,MP-ALU-A380,160.0000,160.0000,,
OP-2026-0049,SA-SUPORTE-EST,80.0000,84.0000,Peça refugada por trinca na solda,analista.pcp
OP-2026-0049,MP-ARAME-MIG,4.4000,4.6539,Peça refugada por trinca na solda,supervisor.turno.c
OP-2026-0050,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0050,MP-ORING-40,90.0000,90.0000,,
OP-2026-0050,MP-GAXETA-NBR,45.0000,45.0000,,
OP-2026-0050,MP-PARAF-M8,180.0000,180.0000,,
OP-2026-0051,MP-ACO-1045,130.0000,130.0000,,
OP-2026-0052,SA-ESTRUT-SOLD,20.0000,20.0000,,
OP-2026-0052,MP-TINTA-EPOXI,16.0000,16.0000,,
OP-2026-0053,SA-CARC-USIN,40.0000,40.0000,,
OP-2026-0053,SA-EIXO-TEMP,40.0000,42.0000,Componente danificado no manuseio,supervisor.turno.c
OP-2026-0053,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0053,MP-PARAF-M8,320.0000,320.0000,,
OP-2026-0054,MP-ACO-1045,104.0000,104.0000,,
OP-2026-0055,MP-CHAPA-3MM,296.0000,296.0000,,
OP-2026-0056,SA-SUPORTE-EST,75.0000,75.0000,,
OP-2026-0056,MP-TINTA-EPOXI,9.0000,9.0000,,
OP-2026-0057,SA-CARC-USIN,25.0000,25.0000,,
OP-2026-0057,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0057,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0057,MP-PARAF-M8,250.0000,250.0000,,
OP-2026-0058,MP-ALU-A380,64.0000,64.0000,,
OP-2026-0059,MP-ALU-A380,224.0000,220.6848,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2026-0060,SA-CARC-FUND,70.0000,70.0000,,
OP-2026-0061,MP-ACO-1045,104.0000,104.0000,,
OP-2026-0062,SA-CARC-FUND,50.0000,50.0000,,
OP-2026-0063,MP-ACO-1045,130.0000,130.0000,,
OP-2026-0064,SA-SUPORTE-EST,160.0000,160.0000,,
OP-2026-0064,MP-ARAME-MIG,8.8000,8.8000,,
OP-2026-0065,SA-ESTRUT-SOLD,20.0000,20.0000,,
OP-2026-0065,MP-TINTA-EPOXI,16.0000,15.6384,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0066,MP-ALU-A380,160.0000,171.9840,Refugo por porosidade na fundição,supervisor.turno.a
OP-2026-0067,SA-CARC-FUND,20.0000,20.0000,,
OP-2026-0068,MP-CHAPA-3MM,296.0000,296.0000,,
OP-2026-0069,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0069,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2026-0070,SA-CARC-FUND,70.0000,70.0000,,
OP-2026-0071,SA-CARC-FUND,20.0000,21.0000,Quebra de ferramenta durante o corte,supervisor.turno.a
OP-2026-0072,SA-EIXO-USIN,50.0000,50.0000,,
OP-2026-0072,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0073,MP-ALU-A380,64.0000,64.0000,,
OP-2026-0074,MP-CHAPA-3MM,296.0000,308.3728,Rebarba acima do limite gerou refugo,analista.pcp
OP-2026-0075,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0075,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2026-0076,SA-CARC-USIN,70.0000,70.0000,,
OP-2026-0076,MP-ORING-40,140.0000,140.0000,,
OP-2026-0076,MP-GAXETA-NBR,70.0000,70.0000,,
OP-2026-0076,MP-PARAF-M8,280.0000,280.0000,,
OP-2026-0077,SA-SUPORTE-EST,160.0000,160.0000,,
OP-2026-0077,MP-ARAME-MIG,8.8000,8.8000,,
OP-2026-0078,MP-ACO-1045,104.0000,104.0000,,
OP-2026-0079,SA-ESTRUT-SOLD,40.0000,39.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.c
OP-2026-0079,MP-TINTA-EPOXI,32.0000,33.6992,Repintura por falha de aderência,supervisor.turno.a
OP-2026-0080,SA-CARC-FUND,50.0000,50.0000,,
OP-2026-0081,SA-CARC-USIN,50.0000,50.0000,,
OP-2026-0081,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0081,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0081,MP-PARAF-M8,400.0000,400.0000,,
OP-2026-0082,SA-SUPORTE-EST,160.0000,164.0000,Variação na espessura da camada de tinta,supervisor.turno.c
OP-2026-0082,MP-TINTA-EPOXI,19.2000,19.2000,,
OP-2026-0083,SA-CARC-USIN,20.0000,20.0000,,
OP-2026-0083,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2026-0083,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0083,MP-PARAF-M8,200.0000,200.0000,,
OP-2026-0084,SA-EIXO-USIN,50.0000,50.0000,,
OP-2026-0084,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0085,SA-CARC-USIN,20.0000,20.0000,,
OP-2026-0085,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2026-0085,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0085,MP-PARAF-M8,200.0000,206.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2026-0086,SA-CARC-USIN,70.0000,70.0000,,
OP-2026-0086,MP-ORING-40,140.0000,140.0000,,
OP-2026-0086,MP-GAXETA-NBR,70.0000,70.0000,,
OP-2026-0086,MP-PARAF-M8,280.0000,280.0000,,
OP-2026-0087,MP-ALU-A380,208.0000,208.0000,,
OP-2026-0088,SA-CARC-FUND,20.0000,20.0000,,
OP-2026-0089,MP-ALU-A380,224.0000,238.7392,Perda de metal no canal de alimentação,supervisor.turno.a
OP-2026-0090,MP-CHAPA-3MM,259.0000,259.0000,,
OP-2026-0091,SA-ESTRUT-SOLD,40.0000,40.0000,,
OP-2026-0091,MP-TINTA-EPOXI,32.0000,32.0000,,
OP-2026-0092,MP-ALU-A380,320.0000,320.0000,,
OP-2026-0093,MP-ACO-1045,364.0000,364.0000,,
OP-2026-0094,SA-CARC-USIN,50.0000,50.0000,,
OP-2026-0094,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0094,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0094,MP-PARAF-M8,400.0000,400.0000,,
OP-2026-0095,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0095,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2026-0096,MP-ACO-1045,260.0000,270.0880,Quebra de ferramenta durante o corte,analista.pcp
OP-2026-0097,SA-SUPORTE-EST,140.0000,140.0000,,
OP-2026-0097,MP-ARAME-MIG,7.7000,7.7955,Retrabalho de cordão de solda,supervisor.turno.b
OP-2026-0098,SA-CARC-FUND,65.0000,65.0000,,
OP-2026-0099,SA-CARC-FUND,70.0000,69.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0100,SA-CARC-USIN,20.0000,20.0000,,
OP-2026-0100,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2026-0100,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0100,MP-PARAF-M8,200.0000,200.0000,,
OP-2026-0101,SA-CARC-FUND,100.0000,,,
OP-2026-0102,MP-CHAPA-3MM,185.0000,185.0000,,
OP-2026-0103,MP-CHAPA-3MM,259.0000,259.0000,,
OP-2026-0104,MP-ALU-A380,208.0000,208.0000,,
OP-2026-0105,SA-EIXO-USIN,140.0000,,,
OP-2026-0105,MP-OLEO-TEMPERA,21.0000,,,
OP-2026-0106,SA-EIXO-USIN,100.0000,106.0000,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2026-0106,MP-OLEO-TEMPERA,15.0000,15.0000,,
OP-2026-0107,SA-SUPORTE-EST,100.0000,101.0000,Variação na espessura da camada de tinta,analista.pcp
OP-2026-0107,MP-TINTA-EPOXI,12.0000,11.8428,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0108,SA-ESTRUT-SOLD,35.0000,36.0000,Variação na espessura da camada de tinta,supervisor.turno.a
OP-2026-0108,MP-TINTA-EPOXI,28.0000,29.7052,Variação na espessura da camada de tinta,analista.pcp
OP-2026-0109,SA-SUPORTE-EST,140.0000,140.0000,,
OP-2026-0109,MP-ARAME-MIG,7.7000,7.7000,,
OP-2026-0110,SA-CARC-USIN,65.0000,65.0000,,
OP-2026-0110,MP-ORING-40,130.0000,130.0000,,
OP-2026-0110,MP-GAXETA-NBR,65.0000,65.0000,,
OP-2026-0110,MP-PARAF-M8,260.0000,260.0000,,
OP-2026-0111,MP-CHAPA-3MM,185.0000,185.0000,,
OP-2026-0112,SA-CARC-USIN,70.0000,70.0000,,
OP-2026-0112,SA-EIXO-TEMP,140.0000,140.0000,,
OP-2026-0112,MP-ROLAM-6205,280.0000,280.0000,,
OP-2026-0112,MP-PARAF-M8,700.0000,754.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2026-0113,MP-ALU-A380,272.0000,272.0000,,
OP-2026-0114,SA-CARC-FUND,65.0000,65.0000,,
OP-2026-0115,SA-CARC-USIN,100.0000,100.0000,,
OP-2026-0115,SA-EIXO-TEMP,100.0000,105.0000,Componente danificado no manuseio,analista.pcp
OP-2026-0115,MP-ROLAM-6205,200.0000,200.0000,,
OP-2026-0115,MP-PARAF-M8,800.0000,800.0000,,
OP-2026-0116,MP-ALU-A380,272.0000,272.0000,,
OP-2026-0117,MP-ACO-1045,442.0000,442.0000,,
OP-2026-0118,MP-ALU-A380,176.0000,,,
OP-2026-0119,SA-SUPORTE-EST,100.0000,100.0000,,
OP-2026-0119,MP-TINTA-EPOXI,12.0000,12.6984,Repintura por falha de aderência,supervisor.turno.b
OP-2026-0120,SA-ESTRUT-SOLD,35.0000,35.0000,,
OP-2026-0120,MP-TINTA-EPOXI,28.0000,28.0000,,
OP-2026-0121,MP-CHAPA-3MM,222.0000,,,
OP-2026-0122,SA-CARC-USIN,65.0000,68.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2026-0122,MP-ORING-40,130.0000,132.0000,Componente danificado no manuseio,analista.pcp
OP-2026-0122,MP-GAXETA-NBR,65.0000,69.0000,Parafuso com rosca danificada substituído,supervisor.turno.b
OP-2026-0122,MP-PARAF-M8,260.0000,260.0000,,
OP-2026-0123,SA-CARC-FUND,85.0000,90.0000,Perda de material no setup da máquina,analista.pcp
OP-2026-0124,MP-ACO-1045,143.0000,143.0000,,
OP-2026-0125,MP-ALU-A380,176.0000,185.5568,Refugo por porosidade na fundição,analista.pcp
OP-2026-0126,SA-CARC-FUND,85.0000,85.0000,,
OP-2026-0127,MP-ACO-1045,143.0000,150.3788,Perda de material no setup da máquina,supervisor.turno.b
OP-2026-0364,SA-SUPORTE-EST,5.0000,5.0000,,
OP-2026-0364,MP-TINTA-EPOXI,0.6000,0.6000,,
OP-2026-0128,MP-ALU-A380,272.0000,293.2976,Refugo por porosidade na fundição,supervisor.turno.c
OP-2026-0129,SA-CARC-FUND,55.0000,55.0000,,
OP-2026-0130,SA-EIXO-USIN,170.0000,170.0000,,
OP-2026-0130,MP-OLEO-TEMPERA,25.5000,25.5000,,
OP-2026-0131,SA-SUPORTE-EST,120.0000,120.0000,,
OP-2026-0131,MP-ARAME-MIG,6.6000,6.6000,,
OP-2026-0132,MP-CHAPA-3MM,222.0000,222.0000,,
OP-2026-0133,MP-CHAPA-3MM,120.2500,122.2943,Rebarba acima do limite gerou refugo,supervisor.turno.b
OP-2026-0134,SA-EIXO-USIN,55.0000,54.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.c
OP-2026-0134,MP-OLEO-TEMPERA,8.2500,8.2500,,
OP-2026-0135,SA-CARC-FUND,55.0000,55.0000,,
OP-2026-0136,SA-CARC-USIN,85.0000,85.0000,,
OP-2026-0136,MP-ORING-40,170.0000,170.0000,,
OP-2026-0136,MP-GAXETA-NBR,85.0000,85.0000,,
OP-2026-0136,MP-PARAF-M8,340.0000,340.0000,,
OP-2026-0137,SA-SUPORTE-EST,65.0000,65.0000,,
OP-2026-0137,MP-TINTA-EPOXI,7.8000,7.9763,Variação na espessura da camada de tinta,supervisor.turno.c
OP-2026-0138,SA-CARC-FUND,85.0000,83.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2026-0139,SA-ESTRUT-SOLD,30.0000,30.0000,,
OP-2026-0139,MP-TINTA-EPOXI,24.0000,24.0000,,
OP-2026-0140,SA-CARC-USIN,85.0000,85.0000,,
OP-2026-0140,SA-EIXO-TEMP,170.0000,170.0000,,
OP-2026-0140,MP-ROLAM-6205,340.0000,340.0000,,
OP-2026-0140,MP-PARAF-M8,850.0000,841.0000,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2026-0141,SA-EIXO-USIN,55.0000,53.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0141,MP-OLEO-TEMPERA,8.2500,8.2500,,
OP-2026-0142,SA-CARC-USIN,55.0000,55.0000,,
OP-2026-0142,SA-EIXO-TEMP,55.0000,55.0000,,
OP-2026-0142,MP-ROLAM-6205,110.0000,117.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2026-0142,MP-PARAF-M8,330.0000,330.0000,,
OP-2026-0142,MP-ORING-40,55.0000,55.0000,,
OP-2026-0143,SA-SUPORTE-EST,120.0000,120.0000,,
OP-2026-0143,MP-ARAME-MIG,6.6000,6.6000,,
OP-2026-0144,MP-ALU-A380,304.0000,304.0000,,
OP-2026-0145,MP-ACO-1045,446.5000,446.5000,,
OP-2026-0146,MP-CHAPA-3MM,120.2500,,,
OP-2026-0147,MP-CHAPA-3MM,222.0000,222.0000,,
OP-2026-0148,MP-ACO-1045,105.7500,110.2973,Refugo por dimensional fora de tolerância,supervisor.turno.b
OP-2026-0149,SA-CARC-USIN,55.0000,55.0000,,
OP-2026-0149,SA-EIXO-TEMP,55.0000,55.0000,,
OP-2026-0149,MP-ROLAM-6205,110.0000,110.0000,,
OP-2026-0149,MP-PARAF-M8,330.0000,330.0000,,
OP-2026-0149,MP-ORING-40,55.0000,55.0000,,
OP-2026-0150,MP-ALU-A380,144.0000,145.7568,Perda de metal no canal de alimentação,supervisor.turno.b
OP-2026-0151,SA-ESTRUT-SOLD,30.0000,30.0000,,
OP-2026-0151,MP-TINTA-EPOXI,24.0000,24.0000,,
OP-2026-0152,MP-ALU-A380,320.0000,340.9920,Refugo por porosidade na fundição,supervisor.turno.b
OP-2026-0153,SA-SUPORTE-EST,65.0000,65.0000,,
OP-2026-0153,MP-TINTA-EPOXI,7.8000,7.8000,,
OP-2026-0154,SA-CARC-USIN,85.0000,85.0000,,
OP-2026-0154,MP-ORING-40,170.0000,170.0000,,
OP-2026-0154,MP-GAXETA-NBR,85.0000,85.0000,,
OP-2026-0154,MP-PARAF-M8,340.0000,340.0000,,
OP-2026-0155,MP-ALU-A380,144.0000,151.2864,Refugo por porosidade na fundição,supervisor.turno.a
OP-2026-0156,SA-SUPORTE-EST,120.0000,130.0000,Peça refugada por trinca na solda,supervisor.turno.a
OP-2026-0156,MP-ARAME-MIG,6.6000,6.6000,,
OP-2026-0157,MP-CHAPA-3MM,407.0000,407.0000,,
OP-2026-0158,SA-CARC-FUND,95.0000,94.0000,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2026-0159,MP-CHAPA-3MM,120.2500,123.9417,Perda de chapa no ajuste da ferramenta,supervisor.turno.a
OP-2026-0160,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0161,SA-EIXO-USIN,190.0000,190.0000,,
OP-2026-0161,MP-OLEO-TEMPERA,28.5000,28.5000,,
OP-2026-0162,SA-EIXO-USIN,45.0000,45.0000,,
OP-2026-0162,MP-OLEO-TEMPERA,6.7500,6.7500,,
OP-2026-0163,MP-ACO-1045,105.7500,105.7500,,
OP-2026-0164,SA-SUPORTE-EST,220.0000,220.0000,,
OP-2026-0164,MP-ARAME-MIG,12.1000,12.1000,,
OP-2026-0165,SA-CARC-FUND,100.0000,107.0000,Perda de material no setup da máquina,supervisor.turno.c
OP-2026-0166,MP-CHAPA-3MM,407.0000,407.0000,,
OP-2026-0167,MP-ALU-A380,320.0000,320.0000,,
OP-2026-0168,SA-ESTRUT-SOLD,30.0000,30.0000,,
OP-2026-0168,MP-TINTA-EPOXI,24.0000,25.7208,Variação na espessura da camada de tinta,supervisor.turno.c
OP-2026-0169,SA-SUPORTE-EST,65.0000,67.0000,Repintura por falha de aderência,supervisor.turno.c
OP-2026-0169,MP-TINTA-EPOXI,7.8000,7.6814,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0170,MP-CHAPA-3MM,351.5000,351.5000,,
OP-2026-0171,MP-ALU-A380,144.0000,144.0000,,
OP-2026-0172,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0173,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0173,SA-EIXO-TEMP,45.0000,45.0000,,
OP-2026-0173,MP-ROLAM-6205,90.0000,90.0000,,
OP-2026-0173,MP-PARAF-M8,270.0000,270.0000,,
OP-2026-0173,MP-ORING-40,45.0000,45.0000,,
OP-2026-0174,SA-CARC-USIN,95.0000,98.0000,Componente danificado no manuseio,analista.pcp
OP-2026-0174,SA-EIXO-TEMP,190.0000,190.0000,,
OP-2026-0174,MP-ROLAM-6205,380.0000,380.0000,,
OP-2026-0174,MP-PARAF-M8,950.0000,950.0000,,
OP-2026-0175,SA-SUPORTE-EST,190.0000,190.0000,,
OP-2026-0175,MP-TINTA-EPOXI,22.8000,22.8000,,
OP-2026-0176,MP-ACO-1045,105.7500,105.7500,,
OP-2026-0177,SA-SUPORTE-EST,220.0000,236.0000,Retrabalho de cordão de solda,analista.pcp
OP-2026-0177,MP-ARAME-MIG,12.1000,12.1000,,
OP-2026-0178,SA-CARC-FUND,100.0000,103.0000,Refugo por dimensional fora de tolerância,supervisor.turno.b
OP-2026-0179,SA-ESTRUT-SOLD,55.0000,55.0000,,
OP-2026-0179,MP-TINTA-EPOXI,44.0000,44.0000,,
OP-2026-0180,SA-EIXO-USIN,45.0000,45.0000,,
OP-2026-0180,MP-OLEO-TEMPERA,6.7500,6.9815,Reprocesso por dureza abaixo da especificação,supervisor.turno.c
OP-2026-0181,SA-CARC-USIN,100.0000,100.0000,,
OP-2026-0181,MP-ORING-40,200.0000,200.0000,,
OP-2026-0181,MP-GAXETA-NBR,100.0000,100.0000,,
OP-2026-0181,MP-PARAF-M8,400.0000,400.0000,,
OP-2026-0182,MP-ALU-A380,160.0000,160.0000,,
OP-2026-0365,SA-CARC-USIN,8.0000,8.0000,,
OP-2026-0365,SA-EIXO-TEMP,16.0000,16.0000,,
OP-2026-0365,MP-ROLAM-6205,32.0000,32.0000,,
OP-2026-0365,MP-PARAF-M8,80.0000,80.0000,,
OP-2026-0183,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0184,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0184,SA-EIXO-TEMP,45.0000,45.0000,,
OP-2026-0184,MP-ROLAM-6205,90.0000,90.0000,,
OP-2026-0184,MP-PARAF-M8,270.0000,270.0000,,
OP-2026-0184,MP-ORING-40,45.0000,45.0000,,
OP-2026-0185,MP-ALU-A380,144.0000,148.3056,Refugo por porosidade na fundição,supervisor.turno.c
OP-2026-0186,MP-ACO-1045,211.5000,,,
OP-2026-0187,MP-ACO-1045,117.5000,117.5000,,
OP-2026-0188,MP-ALU-A380,512.0000,512.0000,,
OP-2026-0189,SA-ESTRUT-SOLD,55.0000,55.0000,,
OP-2026-0189,MP-TINTA-EPOXI,44.0000,44.0000,,
OP-2026-0190,SA-CARC-USIN,100.0000,100.0000,,
OP-2026-0190,MP-ORING-40,200.0000,200.0000,,
OP-2026-0190,MP-GAXETA-NBR,100.0000,100.0000,,
OP-2026-0190,MP-PARAF-M8,400.0000,400.0000,,
OP-2026-0191,SA-EIXO-USIN,45.0000,47.0000,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2026-0191,MP-OLEO-TEMPERA,6.7500,6.7500,,
OP-2026-0192,MP-CHAPA-3MM,444.0000,444.0000,,
OP-2026-0366,SA-CARC-USIN,6.0000,6.0000,,
OP-2026-0366,MP-ORING-40,12.0000,13.0000,Peça destruída em ensaio de amostragem,supervisor.turno.c
OP-2026-0366,MP-GAXETA-NBR,6.0000,6.0000,,
OP-2026-0366,MP-PARAF-M8,24.0000,24.0000,,
OP-2026-0193,SA-CARC-FUND,50.0000,50.0000,,
OP-2026-0194,MP-ACO-1045,117.5000,123.3280,Refugo por dimensional fora de tolerância,supervisor.turno.c
OP-2026-0195,MP-ALU-A380,160.0000,160.0000,,
OP-2026-0196,MP-ALU-A380,144.0000,150.9984,Perda de metal no canal de alimentação,supervisor.turno.b
OP-2026-0197,SA-CARC-FUND,45.0000,46.0000,Quebra de ferramenta durante o corte,supervisor.turno.b
OP-2026-0198,MP-ACO-1045,211.5000,211.5000,,
OP-2026-0199,SA-CARC-FUND,160.0000,160.0000,,
OP-2026-0200,SA-SUPORTE-EST,240.0000,240.0000,,
OP-2026-0200,MP-ARAME-MIG,13.2000,13.2000,,
OP-2026-0201,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0201,SA-EIXO-TEMP,45.0000,45.0000,,
OP-2026-0201,MP-ROLAM-6205,90.0000,90.0000,,
OP-2026-0201,MP-PARAF-M8,270.0000,285.0000,Parafuso com rosca danificada substituído,supervisor.turno.c
OP-2026-0201,MP-ORING-40,45.0000,45.0000,,
OP-2026-0202,SA-EIXO-USIN,50.0000,50.0000,,
OP-2026-0202,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0203,SA-EIXO-USIN,90.0000,90.0000,,
OP-2026-0203,MP-OLEO-TEMPERA,13.5000,13.5000,,
OP-2026-0204,MP-CHAPA-3MM,370.0000,370.0000,,
OP-2026-0205,MP-CHAPA-3MM,444.0000,471.0840,Rebarba acima do limite gerou refugo,supervisor.turno.b
OP-2026-0206,MP-ALU-A380,160.0000,160.0000,,
OP-2026-0207,SA-CARC-FUND,50.0000,50.0000,,
OP-2026-0208,MP-ACO-1045,117.5000,117.5000,,
OP-2026-0209,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0210,SA-EIXO-USIN,50.0000,53.0000,Reprocesso por dureza abaixo da especificação,analista.pcp
OP-2026-0210,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0211,SA-CARC-USIN,50.0000,51.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2026-0211,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0211,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0211,MP-PARAF-M8,300.0000,300.0000,,
OP-2026-0211,MP-ORING-40,50.0000,50.0000,,
OP-2026-0212,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0212,SA-EIXO-TEMP,90.0000,90.0000,,
OP-2026-0212,MP-ROLAM-6205,180.0000,180.0000,,
OP-2026-0212,MP-PARAF-M8,450.0000,450.0000,,
OP-2026-0213,SA-ESTRUT-SOLD,60.0000,60.0000,,
OP-2026-0213,MP-TINTA-EPOXI,48.0000,50.7168,Variação na espessura da camada de tinta,analista.pcp
OP-2026-0214,SA-CARC-USIN,160.0000,160.0000,,
OP-2026-0214,MP-ORING-40,320.0000,340.0000,Componente danificado no manuseio,supervisor.turno.c
OP-2026-0214,MP-GAXETA-NBR,160.0000,160.0000,,
OP-2026-0214,MP-PARAF-M8,640.0000,640.0000,,
OP-2026-0215,SA-SUPORTE-EST,200.0000,200.0000,,
OP-2026-0215,MP-TINTA-EPOXI,24.0000,24.0000,,
OP-2026-0216,SA-EIXO-USIN,90.0000,94.0000,Troca parcial do óleo de têmpera,supervisor.turno.b
OP-2026-0216,MP-OLEO-TEMPERA,13.5000,13.5000,,
OP-2026-0217,SA-SUPORTE-EST,240.0000,240.0000,,
OP-2026-0217,MP-ARAME-MIG,13.2000,13.2000,,
OP-2026-0218,SA-CARC-FUND,50.0000,50.0000,,
OP-2026-0219,SA-EIXO-USIN,50.0000,52.0000,Reprocesso por dureza abaixo da especificação,supervisor.turno.b
OP-2026-0219,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0220,SA-CARC-USIN,50.0000,50.0000,,
OP-2026-0220,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0220,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0220,MP-PARAF-M8,300.0000,300.0000,,
OP-2026-0220,MP-ORING-40,50.0000,50.0000,,
OP-2026-0221,MP-ALU-A380,240.0000,240.0000,,
OP-2026-0222,SA-CARC-USIN,45.0000,47.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2026-0222,SA-EIXO-TEMP,90.0000,90.0000,,
OP-2026-0222,MP-ROLAM-6205,180.0000,180.0000,,
OP-2026-0222,MP-PARAF-M8,450.0000,450.0000,,
OP-2026-0223,MP-ALU-A380,304.0000,304.0000,,
OP-2026-0224,MP-ACO-1045,176.2500,180.3390,Quebra de ferramenta durante o corte,supervisor.turno.a
OP-2026-0225,SA-ESTRUT-SOLD,60.0000,60.0000,,
OP-2026-0225,MP-TINTA-EPOXI,48.0000,46.6656,Aproveitamento de sobra do lote anterior,supervisor.turno.c
OP-2026-0226,MP-ALU-A380,112.0000,112.0000,,
OP-2026-0227,MP-ACO-1045,164.5000,164.5000,,
OP-2026-0228,MP-CHAPA-3MM,333.0000,333.0000,,
OP-2026-0229,SA-CARC-USIN,50.0000,50.0000,,
OP-2026-0229,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2026-0229,MP-ROLAM-6205,100.0000,100.0000,,
OP-2026-0229,MP-PARAF-M8,300.0000,300.0000,,
OP-2026-0229,MP-ORING-40,50.0000,50.0000,,
OP-2026-0230,MP-ALU-A380,112.0000,112.0000,,
OP-2026-0231,MP-ALU-A380,304.0000,304.0000,,
OP-2026-0232,SA-CARC-FUND,95.0000,96.0000,Quebra de ferramenta durante o corte,supervisor.turno.a
OP-2026-0233,MP-ACO-1045,164.5000,164.5000,,
OP-2026-0234,SA-CARC-FUND,75.0000,74.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0235,MP-ALU-A380,240.0000,256.6080,Perda de metal no canal de alimentação,supervisor.turno.c
OP-2026-0236,MP-ACO-1045,176.2500,176.2500,,
OP-2026-0237,SA-SUPORTE-EST,180.0000,174.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2026-0237,MP-ARAME-MIG,9.9000,9.9000,,
